Location Code	Real Property Asset Name	Installation Name	Owned or Leased	GSA Region	Street Address	City	State	Zip Code	Latitude	Longitude	Building Rentable Square Feet	Available Square Feet	Construction Date	Congressional District	Congressional District Representative Name	Building Status	Real Property Asset Type
AL1204	ICE MOBILE	NA	L	04	1514 S BROAD ST	MOBILE	AL	36605	30.6569250	-88.0603280	"12,500.00"	0.00	2016	0101	JERRY L. CARL	Active	BUILDING
AL1213	"THE PLAZA, BIRMINGHAM, AL"	NA	L	04	417 20TH ST N	BIRMINGHAM	AL	35203	33.5180100	-86.8075610	"51,070.00"	0.00		0107	TERRI A. SEWELL	Active	BUILDING
AL1238	"UNIVERSITY PLACE MOBILE, LLC"	NA	L	04	820 S UNIVERSITY BLVD	MOBILE	AL	36609	30.6628440	-88.1652980	"9,999.00"	0.00		0101	JERRY L. CARL	Active	BUILDING
AL1241	GROVE PARK CENTER	NA	L	04	200 GROVE PARK LN	DOTHAN	AL	36305	31.2370820	-85.4647690	"4,355.00"	0.00		0102	BARRY MOORE	Active	BUILDING
AL1296	406 MARTLING RD	NA	L	04	406 MARTLING RD	ALBERTVILLE	AL	35951	34.2753100	-86.1988010	"7,890.00"	0.00	2019	0104	ROBERT B. ADERHOLT	Active	BUILDING
AL1342	475 QUALITY CIRCLE NW	CORPS OF ENGINEERS	L	04	475 QUALITY CIR NW	HUNTSVILLE	AL	35806	34.7047740	-86.6921310	"1,51,565.00"	0.00		0105	DALE W. STRONG	Active	BUILDING
AL1376	MOBILE DOWNTOWN AIRPORT	NA	L	04	2455 MICHIGAN AVE	MOBILE	AL	36615	30.6386000	-88.0793110	390.00	0.00		0101	JERRY L. CARL	Active	BUILDING
AL1387	"TIMES PLAZA, HUNTSVILLE, AL"	NA	L	04	2317 S MEMORIAL PKWY	HUNTSVILLE	AL	35801	34.7147000	-86.5901610	"11,723.00"	0.00		0105	DALE W. STRONG	Active	BUILDING
AL1388	PERIMETER PARK	NA	L	04	1525 PERIMETER PKWY NW	HUNTSVILLE	AL	35806	34.7458700	-86.6734510	"6,613.00"	0.00		0105	DALE W. STRONG	Active	BUILDING
AL1396	ICE BIRMINGHAM	NA	L	04	107 FRANKFURT CIR	BIRMINGHAM	AL	35211	33.4368450	-86.8657590	"12,470.00"	0.00		0107	TERRI A. SEWELL	Active	BUILDING
AL1405	FBI REDSTONE	NA	L	04	100 SECURED GATEWAY SW	HUNTSVILLE	AL	35808	34.6991400	-86.6734000	"39,767.00"	0.00		0105	DALE W. STRONG	Active	BUILDING
AL2010	COLONIAL FINANCIAL	NA	L	04	1 COMMERCE ST	MONTGOMERY	AL	36104	32.3775600	-86.3102610	"36,495.00"	0.00		0102	BARRY MOORE	Active	BUILDING
AL2012	PARKVIEW OFFICE BLDG	NA	L	04	182 ST FRANCIS ST	MOBILE	AL	36602	30.6928800	-88.0433210	"6,995.00"	0.00		0101	JERRY L. CARL	Active	BUILDING
AL2024	MONTLIMAR PLACE	NA	L	04	1110 MONTLIMAR DR	MOBILE	AL	36609	30.6678500	-88.1346810	"1,188.00"	0.00		0101	JERRY L. CARL	Active	BUILDING
AL2036	"SSA IRS WALNUT ST EXECUTIVE CTR, FLORENCE,AL"	NA	L	04	204 S WALNUT ST	FLORENCE	AL	35630	34.8008043	-87.6714255	"19,153.00"	0.00		0105	DALE W. STRONG	Active	BUILDING
AL2042	BARBER BUSINESS PARK	NA	L	04	135 GEMINI CIR	BIRMINGHAM	AL	35209	33.4616703	-86.8356712	"3,940.00"	0.00	2003	0107	TERRI A. SEWELL	Active	BUILDING
AL2044	"EXECUTIVE CENTER, MOBILE, AL"	NA	L	04	900 WESTERN AMERICA CIR	MOBILE	AL	36609	30.6736609	-88.1306727	"11,433.00"	"7,624.00"		0101	JERRY L. CARL	Active	BUILDING
AL2048	AMSOUTH CENTER	NA	L	04	200 CLINTON AVE W	HUNTSVILLE	AL	35801	34.7309200	-86.5883410	"3,411.00"	0.00	2008	0105	DALE W. STRONG	Active	BUILDING
AL2056	"REGENCY CENTER, HUNTSVILLE, AL"	NA	L	04	400 MERIDIAN ST N	HUNTSVILLE	AL	35801	34.7351811	-86.5866831	"2,175.00"	0.00		0105	DALE W. STRONG	Active	BUILDING
AL2057	"VERIZON BUILDING, MONTGOMERY, AL"	NA	L	04	2950 CHESTNUT ST	MONTGOMERY	AL	36107	32.3666500	-86.2676310	"15,792.00"	0.00		0102	BARRY MOORE	Active	BUILDING
AL2062	"ADAMS STREET CENTRE PLAZA, DOTHAN, AL"	NA	L	04	202 W ADAMS ST	DOTHAN	AL	36303	31.2269100	-85.3944710	"4,066.00"	0.00		0102	BARRY MOORE	Active	BUILDING
AL2070	4890 UNIVERSITY SQUARE	NA	L	04	4890 UNIVERSITY SQ	HUNTSVILLE	AL	35816	34.7434100	-86.6539510	"3,967.00"	0.00		0105	DALE W. STRONG	Active	BUILDING
AL2071	MEDICAL FORUM	NA	L	04	950 22ND ST N	BIRMINGHAM	AL	35203	33.5249334	-86.8091763	"28,789.00"	0.00		0107	TERRI A. SEWELL	Active	BUILDING
AL2077	PROBATION	NA	L	04	201 ST MICHAEL ST	MOBILE	AL	36602	30.6930422	-88.0436236	"17,515.00"	0.00		0101	JERRY L. CARL	Active	BUILDING
AL2101	"BLS FBI WALNUT ST EXECUTIVE CTR, FLORENCE,AL"	NA	L	04	204 S WALNUT ST	FLORENCE	AL	35630	34.8008805	-87.6714365	"3,087.00"	0.00		0105	DALE W. STRONG	Active	BUILDING
AL2107	CIVIC PLAZA	NA	L	04	307 CLINTON AVE	HUNTSVILLE	AL	35801	34.7299033	-86.5886370	690.00	0.00		0105	DALE W. STRONG	Active	BUILDING
AL2109	"PARK PLACE, MONTGOMERY, AL"	NA	L	04	2350 FAIRLANE DR	MONTGOMERY	AL	36116	32.3350000	-86.2334310	"6,150.00"	0.00		0102	BARRY MOORE	Active	BUILDING
AL2120	WOUNDED OAK PROFESSIONAL PARK	NA	L	04	1208 MAIN ST	DAPHNE	AL	36526	30.5952200	-87.9026911	"7,087.00"	0.00	1997	0101	JERRY L. CARL	Active	BUILDING
AL2121	"DANIEL BUILDING, BIRMINGHAM, AL"	NA	L	04	15 20TH ST S	BIRMINGHAM	AL	35233	33.5127148	-86.8044381	"7,492.00"	0.00	1997	0107	TERRI A. SEWELL	Active	BUILDING
AL2125	RIVERVIEW PLAZA	NA	L	04	63 S ROYAL ST	MOBILE	AL	36602	30.6912600	-88.0402010	"49,021.00"	0.00		0101	JERRY L. CARL	Active	BUILDING
AL2127	NORTHWOOD OFFICE COMPLES	NA	L	04	807 DONNELL BLVD	DALEVILLE	AL	36322	31.3205189	-85.7093189	"1,500.00"	0.00		0102	BARRY MOORE	Active	BUILDING
AL2129	201 OFFICE PARK BUILDING	NA	L	04	201 PINEVILLE RD	MONROEVILLE	AL	36460	31.5288325	-87.3212744	"1,081.00"	0.00		0101	JERRY L. CARL	Active	BUILDING
AL2132	CLOKEY-MADDOX BUILDING	NA	L	04	310 S 3RD ST	GADSDEN	AL	35901	34.0093100	-86.0037510	"5,804.00"	0.00		0104	ROBERT B. ADERHOLT	Active	BUILDING
AL2145	"SOCIAL SECURITY BUILDING, JACKSON, AL"	NA	L	04	4249 N COLLEGE AVE	JACKSON	AL	36545	31.5563481	-87.8767718	"5,450.00"	0.00	2000	0101	JERRY L. CARL	Active	BUILDING
AL2150	"FBI BUILDING, MOBILE, AL"	NA	L	04	200 N ROYAL ST	MOBILE	AL	36602	30.6962300	-88.0415010	"76,112.00"	0.00		0101	JERRY L. CARL	Active	BUILDING
AL2153	"SSA, DECATUR, AL"	NA	L	04	717 MCGLATHERY LN SE	DECATUR	AL	35601	34.5741200	-86.9792410	"9,768.00"	0.00	2001	0105	DALE W. STRONG	Active	BUILDING
AL2154	RIDGE PARK PLACE	NA	L	04	1130 22ND ST S	BIRMINGHAM	AL	35205	33.5024850	-86.7917719	"29,273.00"	0.00		0107	TERRI A. SEWELL	Active	BUILDING
AL2156	RESEARCH PLACE BUILDING II	NA	L	04	5000 BRADFORD DR NW	HUNTSVILLE	AL	35805	34.7284600	-86.6603610	"17,582.00"	0.00		0105	DALE W. STRONG	Active	BUILDING
AL2157	"SOCIAL SECURITY BUILDING, DOTHAN, AL"	NA	L	04	1778 WHATLEY DR	DOTHAN	AL	36303	31.2436800	-85.4600610	"13,919.00"	0.00	2001	0102	BARRY MOORE	Active	BUILDING
AL2159	"SSA BUILDING, TALLADEGA, AL"	NA	L	04	736 NORTH ST E	TALLADEGA	AL	35160	33.4386233	-86.0885588	"7,317.00"	0.00		0103	MIKE ROGERS	Active	BUILDING
AL2160	"SOCIAL SECURITY BUILDING, FAIRHOPE, AL"	NA	L	04	101 COURTHOUSE DR	FAIRHOPE	AL	36532	30.5236967	-87.8792114	"7,587.00"	0.00		0101	JERRY L. CARL	Active	BUILDING
AL2161	"SOCIAL SECURITY BUILDING, MOBILE, AL"	NA	L	04	550 GOVERNMENT ST	MOBILE	AL	36602	30.6883400	-88.0486510	"50,816.00"	0.00		0101	JERRY L. CARL	Active	BUILDING
AL2164	1600 INTERSTATE PARK	CORPS OF ENGINEERS	L	04	600 INTERSTATE PARK DR	MONTGOMERY	AL	36109	32.3630500	-86.2415610	"2,907.00"	0.00		0102	BARRY MOORE	Active	BUILDING
AL2165	BUSINESS SERVICE CENTER OF ALA	NA	L	04	2 N JACKSON ST	MONTGOMERY	AL	36104	32.3778700	-86.2961110	"4,701.00"	0.00		0102	BARRY MOORE	Active	BUILDING
AL2166	TWO NORTH TWENTIETH	NA	L	04	2 20TH ST N	BIRMINGHAM	AL	35203	33.5135737	-86.8051066	"28,866.00"	0.00		0107	TERRI A. SEWELL	Active	BUILDING
AL2172	"SOCIAL SECURITY ADMINISTRATION, ANDALUSIA, AL"	NA	L	04	24467 AL-55	ANDALUSIA	AL	36420	31.2780600	-86.4887610	0.00	0.00		0102	BARRY MOORE	Active	BUILDING
AL2175	UN-NAMED BLDG.	NA	L	04	1801 FOURTH AVENUE NORTH	BIRMINGHAM	AL	35203	33.5155691	-86.8100402	"52,467.00"	0.00		0107	TERRI A. SEWELL	Active	BUILDING
AL2181	MOBILE AIRPORT	NA	L	04	8400 AIRPORT BLVD	MOBILE	AL	36608	30.6780202	-88.2392928	"5,631.00"	0.00		0101	JERRY L. CARL	Active	BUILDING
AL2184	BORDER PATROL STATION	NA	L	04	4425 DEMETROPOLIS RD	MOBILE	AL	36619	30.5991360	-88.1566515	"11,615.00"	0.00		0101	JERRY L. CARL	Active	BUILDING
AL2186	WALNUT STREET EXECUTIVE ANNEX	NA	L	04	203 S WALNUT ST	FLORENCE	AL	35630	34.8008416	-87.6713386	"14,206.00"	0.00		0105	DALE W. STRONG	Active	BUILDING
AL2187	HUNTSVILLE INT'L AIRPORT	NA	L	04	1000 GLENN HEARN BLVD SW	HUNTSVILLE	AL	35824	34.6491289	-86.7766721	"4,171.00"	0.00		0105	DALE W. STRONG	Active	BUILDING
AL2191	NW ALABAMA REGIONAL AIR	NA	L	04	1729 T ED CAMPBELL DR	MUSCLE SHOALS	AL	35661	34.7447797	-87.6196018	"2,780.00"	0.00		0104	ROBERT B. ADERHOLT	Active	BUILDING
AL2192	DOTHAN REGIONAL AIRPORT	NA	L	04	800 AIRPORT DR	DOTHAN	AL	36303	31.3161308	-85.4488139	850.00	0.00		0102	BARRY MOORE	Active	BUILDING
AL2194	18TH STREET NORTH BLDG	NA	L	04	1000 18TH ST N	BIRMINGHAM	AL	35203	33.5229439	-86.8152623	"96,278.00"	0.00		0107	TERRI A. SEWELL	Active	BUILDING
AL2197	LAKESHORE PARK PLAZA	NA	L	04	2204 LAKESHORE DR	BIRMINGHAM	AL	35209	33.4669260	-86.7817299	"7,580.00"	0.00		0106	GARY J. PALMER	Active	BUILDING
AL2203	1285 CARMICHAEL WAY	NA	L	04	1285 CARMICHAEL WAY	MONTGOMERY	AL	36106	32.3560300	-86.2398610	"12,347.00"	0.00		0102	BARRY MOORE	Active	BUILDING
AL2207	BIRMINGHAM SOCIAL SECURITY CTR	NA	L	04	"1200 REV. ABRAHAM WOODS, JR. BLVD."	BIRMINGHAM	AL	35285	34.7070600	-86.6956100	"5,87,528.00"	0.00	2000	0105	DALE W. STRONG	Active	BUILDING
AL2208	501 BUILDING	NA	L	04	501 MALL WAY	JASPER	AL	35501	33.8300000	-87.2851546	"8,919.00"	0.00		0104	ROBERT B. ADERHOLT	Active	BUILDING
AL2209	120 EXECUTIVE PARK PLACE BLDG	NA	L	04	120 EXECUTIVE PARK LN	SELMA	AL	36701	32.4263700	-87.0564600	"13,421.00"	0.00		0107	TERRI A. SEWELL	Active	BUILDING
AL2211	PARAMOUNT OFFICE CENTER	NA	L	04	1141 MONTLIMAR DR	MOBILE	AL	36609	30.6681300	-88.1326510	"5,548.00"	0.00		0101	JERRY L. CARL	Active	BUILDING
AL2213	PARKWEST CORPORATION CENTER	NA	L	04	3867 PINE LN	BESSEMER	AL	35022	33.3417100	-86.9149210	"6,889.00"	0.00		0106	GARY J. PALMER	Active	BUILDING
AL2214	TRUSSVILLE EXECUTIVE CENTER	NA	L	04	1972 GADSDEN HWY	BIRMINGHAM	AL	35235	33.6120700	-86.6267810	"12,847.00"	0.00		0106	GARY J. PALMER	Active	BUILDING
AL2215	18TH ST @ 10TH AVE NORTH BLDG	NA	L	04	920 18TH ST N	BIRMINGHAM	AL	35203	33.5226135	-86.8149960	"35,616.00"	0.00		0107	TERRI A. SEWELL	Active	BUILDING
AL2217	TSA - 6500 43RD AVE N	NA	L	04	6500 43RD AVE N	BIRMINGHAM	AL	35206	33.5627073	-86.7438824	"3,926.00"	0.00		0107	TERRI A. SEWELL	Active	BUILDING
AL2218	USAO	NA	L	04	131 CLAYTON ST	MONTGOMERY	AL	36104	32.3729700	-86.3113210	"57,815.00"	0.00		0102	BARRY MOORE	Active	BUILDING
AL2224	MCINTYRE OFFICE COMPLEX	NA	L	04	123 MCINTYRE ST	EVERGREEN	AL	36401	31.4279073	-86.9631180	"1,386.00"	0.00		0102	BARRY MOORE	Active	BUILDING
AL2226	SELFIELD INDUSTRIAL	NA	L	04	661 SELFIELD RD	SELMA	AL	36703	32.4363917	-86.9455313	"10,000.00"	0.00	2005	0107	TERRI A. SEWELL	Active	BUILDING
AL2235	ACADEMY WAY BLDG	NA	L	04	5475 ACADEMY WAY	BESSEMER	AL	35022	33.3640700	-87.0083910	"8,600.00"	0.00	2007	0107	TERRI A. SEWELL	Active	BUILDING
AL2237	N. ENTERPRISE DR BLDG	NA	L	04	204 N. ENTERPRISE DRIVE	GADSDEN	AL	35904	34.3388600	-86.2248500	"10,000.00"	0.00	2007	0104	ROBERT B. ADERHOLT	Active	BUILDING
AL2238	FEDERAL RESERVE BANK OF ATLANTA - BIRMINGHAM BRANCH	NA	L	04	LIBERTY PKWY	BIRMINGHAM	AL	35242	33.4765877	-86.6809520	"48,968.00"	0.00		0106	GARY J. PALMER	Active	BUILDING
AL2239	MONTGOMERY REGIONAL AIRPORT	NA	L	04	4445 SELMA HIGHWAY	MONTGOMERY	AL	36108	32.3076500	-86.3900000	"1,912.00"	0.00		0107	TERRI A. SEWELL	Active	BUILDING
AL2240	GARDNER MIDDLEBROOKS	NA	L	04	1119 GOVERNMENT ST	MOBILE	AL	36604	30.6832500	-88.0613210	"11,000.00"	0.00		0101	JERRY L. CARL	Active	BUILDING
AL2243	COMMERCE DRIVE BUILDING	NA	L	04	1908 COMMERCE AVE	CULLMAN	AL	35055	34.2052740	-86.8749615	"7,361.00"	0.00	2008	0104	ROBERT B. ADERHOLT	Active	BUILDING
AL2244	520 COTTON GIN	NA	L	04	520 COTTON GIN RD	MONTGOMERY	AL	36117	32.3730500	-86.1680910	"2,662.00"	0.00		0102	BARRY MOORE	Active	BUILDING
AL2245	TECHNOLOGY POINT	NA	L	04	7027 OLD MADISON PIKE NW	HUNTSVILLE	AL	35806	34.7132028	-86.6795886	"14,726.00"	0.00	2008	0105	DALE W. STRONG	Active	BUILDING
AL2249	RESEARCH PARK NORTH	NA	L	04	4970 RESEARCH DR NW	HUNTSVILLE	AL	35805	34.7317470	-86.6654370	"13,000.00"	0.00	1995	0105	DALE W. STRONG	Active	BUILDING
AL2260	CARMICHAEL ROAD	NA	L	04	4344 CARMICHAEL RD	MONTGOMERY	AL	36106	32.3586700	-86.2282410	"49,370.00"	0.00	2009	0102	BARRY MOORE	Active	BUILDING
AL2262	DAU BUILDING	NA	L	04	7115 OLD MADISON PIKE	HUNTSVILLE	AL	35806	34.7132500	-86.6855860	"62,500.00"	0.00	2009	0105	DALE W. STRONG	Active	BUILDING
AL2266	3371 SKYWAY DRIVE	NA	L	04	3371 SKYWAY DR	AUBURN	AL	36830	32.6139599	-85.4272385	"2,100.00"	0.00	2008	0103	MIKE ROGERS	Active	BUILDING
AL2267	INTERSTATE PARK	NA	L	04	500 INTERSTATE PARK DR	MONTGOMERY	AL	36109	32.3621900	-86.2411410	"2,471.00"	0.00	1982	0102	BARRY MOORE	Active	BUILDING
AL2271	LITTLE RIVER CANYON CENTER	NA	L	04	472 ALABAMA HIGHWAY 35	FORT PAYNE	AL	35967	34.3987370	-85.6343740	"5,300.00"	0.00	2008	0104	ROBERT B. ADERHOLT	Active	BUILDING
AL2273	WYNLAKES OFFICE PARK	NA	L	04	9500 WYNLAKES PL	MONTGOMERY	AL	36117	32.3395400	-86.1490710	"6,900.00"	0.00	2009	0103	MIKE ROGERS	Active	BUILDING
AL2278	MDA ARC	NA	L	04	6724 ODYSSEY DR NW	HUNTSVILLE	AL	35806	34.7219550	-86.6733203	"92,080.00"	0.00	2009	0105	DALE W. STRONG	Active	BUILDING
AL2281	STERLING CENTRE	NA	L	04	4121 CARMICHAEL RD	MONTGOMERY	AL	36106	32.3573706	-86.2411680	"42,660.00"	0.00	2005	0102	BARRY MOORE	Active	BUILDING
AL2285	"FINANCIAL CENTER, BIRMINGHAM, AL"	NA	L	04	505 20TH ST N	BIRMINGHAM	AL	35203	33.5182573	-86.8080940	"11,719.00"	0.00	2001	0107	TERRI A. SEWELL	Active	BUILDING
AL2287	"MADISON RESEARCH PARK WEST, MADISON, AL"	NA	L	04	RESEARCH BLVD	MADISON	AL	35758	34.6865000	-86.7272210	"36,993.00"	0.00	1990	0105	DALE W. STRONG	Active	BUILDING
AL2297	"TREASURY BUILDING, BIRMINGHAM, AL"	NA	L	04	836 15TH ST N	BIRMINGHAM	AL	35203	33.5189600	-86.8187010	"83,676.00"	0.00	2014	0107	TERRI A. SEWELL	Active	BUILDING
AL2299	MAYFAIR PROFESSIONAL CENTER	NA	L	04	4700 WHITESBURG DR SE	HUNTSVILLE	AL	35802	34.6955481	-86.5683170	"15,650.00"	0.00		0105	DALE W. STRONG	Active	BUILDING
AL2305	BB&T CENTRE	NA	L	04	41 W I-65 SERVICE RD N	MOBILE	AL	36608	30.6910900	-88.1274310	"5,055.00"	0.00		0101	JERRY L. CARL	Active	BUILDING
AL2307	FBI OFFICE/WAREHOUSE	NA	L	04	4345 HALLS MILL RD	MOBILE	AL	36693	30.6163600	-88.1408210	"9,325.00"	0.00		0101	JERRY L. CARL	Active	BUILDING
AL2308	"SSA BLDG, ANNISTON, AL"	NA	L	04	801 QUINTARD AVE	ANNISTON	AL	36201	33.6545684	-85.8264512	"11,420.00"	0.00		0103	MIKE ROGERS	Active	BUILDING
AL2309	BAYSIDE ORTHOPEDIC	NA	L	04	341 GREENO RD N	FAIRHOPE	AL	36532	30.5304600	-87.8866010	"5,132.00"	0.00		0101	JERRY L. CARL	Active	BUILDING
AL2310	ALEXANDER CITY	NA	L	04	63 ALIANT PKWY	ALEXANDER CITY	AL	35010	32.9195400	-85.9532110	"8,191.00"	0.00		0103	MIKE ROGERS	Active	BUILDING
AL2316	SSA/ODAR	NA	L	04	811 QUINTARD AVE	ANNISTON	AL	36201	33.6546835	-85.8264533	"1,506.00"	0.00		0103	MIKE ROGERS	Active	BUILDING
AL2324	AIRPORT CONCOURSE A	NA	L	04	5900 MESSER AIRPORT HWY	BIRMINGHAM	AL	35212	33.5576300	-86.7481110	"4,126.00"	0.00		0107	TERRI A. SEWELL	Active	BUILDING
AL2393	5123 RESEARCH DR NW	NA	L	04	5123 RESEARCH DR NW	HUNTSVILLE	AL	35805	34.7326600	-86.6686110	"13,670.00"	0.00	2011	0105	DALE W. STRONG	Active	BUILDING
AL2417	SSA BUILDING	NA	L	04	605 STANLEY AVE	ANDALUSIA	AL	36420	31.3020418	-86.4707291	"5,500.00"	0.00	2022	0102	BARRY MOORE	Active	BUILDING
AL2419	REDSTONE FED CREDIT UNION	NA	L	04	200 DAVIS CIR SW	HUNTSVILLE	AL	35801	34.7237190	-86.5859130	"9,996.00"	0.00		0105	DALE W. STRONG	Active	BUILDING
AL2480	RYAN-WALSH BUILDING	NA	L	04	150 N ROYAL ST	MOBILE	AL	36602	30.6951900	-88.0416710	"24,200.00"	0.00		0101	JERRY L. CARL	Active	BUILDING
AR0016	EL DORADO POST OFFICE/CTHS	NA	L	07	101 S JACKSON AVE	EL DORADO	AR	71730	33.2114760	-92.6606610	"28,184.00"	0.00	1931	0504	BRUCE WESTERMAN	Active	BUILDING
AR0021	JUDGE ISAAC C. PARKER FEDERAL BUILDING	NA	F	07	30 S 6TH ST	FORT SMITH	AR	72901	35.3863700	-94.4270110	"85,774.97"	"9,366.02"	1937	0503	STEVE WOMACK	Active	BUILDING
AR0030	RICHARD SHEPPARD ARNOLD UNITED STATES COURTHOUSE	LITTLE ROCK FED CPLX	F	07	600 W CAPITOL AVE	LITTLE ROCK	AR	72201	34.7457300	-92.2779010	"2,42,032.92"	"24,738.63"	1932	0502	J. FRENCH HILL	Active	BUILDING
AR0031	LITTLE ROCK OLD USPO/CTHS	NA	F	07	300 W 2ND ST	LITTLE ROCK	AR	72201	34.7478000	-92.2734410	"73,162.31"	0.00	1881	0502	J. FRENCH HILL	Active	BUILDING
AR0057	TEXARKANA USPO/COURTHOUSE	NA	F	07	500 N STATE LINE AVE	TEXARKANA	AR	71854	33.4251960	-94.0429790	"85,883.86"	"20,255.62"	1933	0504	BRUCE WESTERMAN	Active	BUILDING
AR0062	HOT SPRINGS POST OFFICE/CTHS	NA	F	07	100 RESERVE ST	HOT SPGS NATL PARK	AR	71901	34.5115398	-93.0539795	"62,382.95"	"6,140.45"	1961	0504	BRUCE WESTERMAN	Active	BUILDING
AR0063	LITTLE ROCK FEDERAL BUILDING	LITTLE ROCK FED CPLX	F	07	700 W CAPITOL AVE	LITTLE ROCK	AR	72201	34.7457000	-92.2786710	"3,47,475.23"	"20,540.58"	1961	0502	J. FRENCH HILL	Active	BUILDING
AR0066	JACOB TRIEBER FEDERAL BUILDING USPO & US COURTHOUSE	NA	F	07	617 WALNUT	HELENA-WEST HELENA	AR	72342	34.5286300	-90.5876610	"34,292.76"	"3,683.44"	1961	0501	"ERIC A. ""RICK"" CRAWFORD"	Active	BUILDING
AR0078	"GEORGE HOWARD, JR FEDERAL BLDG AND UNITED STATES COURTHOUSE"	NA	F	07	100 E 8TH AVE	PINE BLUFF	AR	71601	34.2214600	-92.0026710	"95,872.84"	"38,631.43"	1967	0504	BRUCE WESTERMAN	Active	BUILDING
AR0082	LITTLE ROCK FOB/CTHS PARKING LOT	LITTLE ROCK FED CPLX	F	07	622 W 4TH ST	LITTLE ROCK	AR	72201	34.7465113	-92.2774292	0.00	0.00	1985	0502	J. FRENCH HILL	Active	STRUCTURE
AR0084	JP HAMMERSCHMIDT FED BLDG/CTHS	NA	F	07	35 E MOUNTAIN ST	FAYETTEVILLE	AR	72701	36.0616700	-94.1584810	"57,352.86"	0.00	1974	0503	STEVE WOMACK	Active	BUILDING
AR0085	RICHARD SHEPPARD ARNOLD US COURTHOUSE ANNEX	LITTLE ROCK FED CPLX	F	07	600 W CAPITOL AVE	LITTLE ROCK	AR	72201	34.7457300	-92.2779010	"1,56,701.56"	0.00	2006	0502	J. FRENCH HILL	Active	BUILDING
AR1093	CENTRAL MALL AR1093	NA	L	07	5111 ROGERS AVE	FORT SMITH	AR	72903	35.3664600	-94.3752010	"12,503.00"	0.00		0503	STEVE WOMACK	Active	BUILDING
AR1116	308 S GAINES ST	NA	L	07	308 S GAINES ST	LITTLE ROCK	AR	72201	34.7467200	-92.2783410	"2,622.00"	0.00		0502	J. FRENCH HILL	Active	BUILDING
AR1125	AIR CARGO BLDG	NA	L	07	1001 TEMPLE ST	LITTLE ROCK	AR	72202	34.7345443	-92.2164534	"1,374.00"	0.00		0502	J. FRENCH HILL	Active	BUILDING
AR1127	EC GATHINGS FED BLDG/COURTHOUS	NA	L	07	615 S MAIN ST	JONESBORO	AR	72401	35.8373900	-90.7054310	"26,874.00"	0.00	1977	0501	"ERIC A. ""RICK"" CRAWFORD"	Active	BUILDING
AR1135	JUDGE J. SMITH HENLEY FEDERAL BUILDING	NA	L	07	402 N WALNUT ST	HARRISON	AR	72601	36.2332640	-93.1060070	"22,680.00"	0.00	1977	0503	STEVE WOMACK	Active	BUILDING
AR1170	GUARANTY PLAZA	NA	L	07	200 SHOPPINGWAY BLVD	WEST MEMPHIS	AR	72301	35.1650700	-90.1875310	"7,300.00"	0.00		0501	"ERIC A. ""RICK"" CRAWFORD"	Active	BUILDING
AR1173	TWO FINANCIAL CENTRE	NA	L	07	10825 FINANCIAL CENTRE PKWY	LITTLE ROCK	AR	72211	34.7459909	-92.4122727	"17,129.00"	0.00		0502	J. FRENCH HILL	Active	BUILDING
AR1182	METROPOLITAN NATIONAL BANK BLD	NA	L	07	425 W CAPITOL AVE	LITTLE ROCK	AR	72201	34.7440400	-92.2756610	"75,241.00"	0.00		0502	J. FRENCH HILL	Active	BUILDING
AR1184	OLD GREENWOOD BLDG.	NA	L	07	4905 GREENWOOD ROAD	FORT SMITH	AR	72903	35.3288759	-94.3869987	"6,555.00"	0.00		0503	STEVE WOMACK	Active	BUILDING
AR1192	PROVIDENTIAL LIFE BLDG	NA	L	07	2120 RIVERFRONT DR	LITTLE ROCK	AR	72202	34.7694200	-92.3077710	"17,878.00"	0.00		0502	J. FRENCH HILL	Active	BUILDING
AR1197	401 HARDIN RD	NA	L	07	401 HARDIN RD	LITTLE ROCK	AR	72211	34.7498800	-92.3978310	"19,005.00"	0.00		0502	J. FRENCH HILL	Active	BUILDING
AR1198	STEPHENS BLDG	NA	L	07	111 CENTER ST	LITTLE ROCK	AR	72201	34.7478400	-92.2724410	"7,418.00"	0.00		0502	J. FRENCH HILL	Active	BUILDING
AR1199	4TH & CHESTER ST PARKING LOT	NA	L	07	1017 W 4TH ST	LITTLE ROCK	AR	72201	34.7466295	-92.2819303	0.00	0.00		0502	J. FRENCH HILL	Active	STRUCTURE
AR1202	1200 CHERRY BROOK	NA	L	07	1200 CHERRY BROOK DR	LITTLE ROCK	AR	72211	34.7431700	-92.4104510	"9,315.00"	0.00		0502	J. FRENCH HILL	Active	BUILDING
AR1203	CITIZENS 1ST BK BLDG	NA	L	07	100 E PEACH ST	EL DORADO	AR	71730	33.2143800	-92.6633210	"5,832.00"	0.00		0504	BRUCE WESTERMAN	Active	BUILDING
AR1213	BUSINESS PARK BLDG D	NA	L	07	4991 OLD GREENWOOD RD	FORT SMITH	AR	72903	35.3355800	-94.3886610	"10,548.00"	0.00		0503	STEVE WOMACK	Active	BUILDING
AR1214	COUNTRY CLUB CENTER AR1214	NA	L	07	4700 S THOMPSON	SPRINGDALE	AR	72764	36.1438941	-94.1442210	"8,045.00"	0.00		0503	STEVE WOMACK	Active	BUILDING
AR1217	131 INDUSTRIAL PARK ROAD	NA	L	07	131 W INDUSTRIAL PARK RD	HARRISON	AR	72601	36.2507200	-93.1214710	"11,456.00"	0.00		0503	STEVE WOMACK	Active	BUILDING
